text,label
Minutes of Budget Review Meeting (BMRCL) held on 05/04/2025 at Vidhan Soudha Annex. Capex allocation for Phase-2A viaduct package V-02 revised from ₹352.00 Cr to ₹368.50 Cr due to steel price escalation per IS 2062 Grade E350 procurement. Opex for rolling stock maintenance (TR-301 to TR-334) retained at ₹22.6 Cr with quarterly utilization cap of 26%. Action: EMP-1189 to circulate revised Demand Register DR-2025/Capex/07 by 08/04/2025.,Finance
"Revenue Operations Audit Note ROA/MMRC/2025/219 dated 10/11/2025: AFC gates at Ghatkopar (GPK) recorded 1,14,320 entries, variance +4.1% vs. forecast. Manual ticket counter No. 2 reported cash surplus ₹3,240; reconciliation matched to Invoice INV-AFC-77891 after denomination verification (₹2000 removed from float per Policy REV-05). TVM #TVM-14 experienced 3.2% failure rate due to QR slip misfeed; vendor TechFare Systems to replace rollers by 20/11/2025 under AMC AF-21.",Operations
"Circular No. HR/REC/07/2025 dated 14/07/2025: Panel for Station Controller/Train Operator (SCTO) finalized pursuant to Advt. No. DMRC/HR/04/2025. Candidates bearing roll nos. SCTO-1123, SCTO-1457, SCTO-1719 are provisionally selected subject to document verification on 22/07/2025 at Metro Bhawan, Barakhamba Road, New Delhi. Originals of Aadhaar, PAN, Degree Certificates, and NOC (if applicable) to be produced. Joining will be in pay level equivalent to ₹35,400–1,12,400 with initial basic fixed as per seniority; medical fitness as per DMRC Medical Standard A1 mandatory.",HR
Security Protocol Update SPU/DMRC/2024-07 dated 12/07/2024: Random baggage screening frequency increased to 1 in 10 during orange alert as per MoHUA advisory ref. 6/2024. CISF Post at Kashmere Gate to deploy handheld ETD units (Model NanoTrace-NT2) at Entry Gate G3 between 17:00–21:00 hrs. Duty roster updated—EMP-4520 and EMP-4668 certified operators. CCTV analytics rule for unattended baggage set to 180 seconds; false positives to be logged in SOC ticketing (Ticket IDs begin SOC-KG-####).,Safety & Compliance
"Incident Report IR-23/078 dated 14/08/2025: At 08:42 hrs, train TR-301 departing from Rajiv Chowk (RCK) experienced an emergency brake application due to a passenger object falling between the platform gap at PF-2. Station Controller EMP-1743 initiated PA announcements and platform marshals cleared the hazard in 6 minutes. No injuries reported; 3-minute service delay recorded. CCTV footage from CAM-RCK-12 to CAM-RCK-15 preserved and hash-tagged for audit under SOP-SC/2021/09. FMD will inspect brake pressure logs (BP log #BP-301-1408) by 16/08/2025.",Safety & Compliance
"Incident Report IR-23/118: On 14/09/2025 at 07:42 hrs, TR-301 departing from Rajiv Chowk (RCK) experienced a platform screen door (PSD) misalignment at Car-4, Door-2. EMP-0473 isolated PSD per SOP-SF/PSD-12 within 3 minutes, and station controller EMP-1126 announced a platform change to avoid passenger crowding. CCTV CAM-RCK-12 and CAM-RCK-14 footage preserved under Chain of Custody Form CCF-2025/0914-01. No injuries reported; minor service delay of 6 minutes. Vendor M/s MetroTech Systems notified under AMC PO-PSD/2024-77; rectification scheduled before 15/09/2025.",Safety & Compliance
"Procurement Notice PN/BMRCL/OPS/PA-212/2025: Supply and installation of 24 platform announcement speakers (IP66, 30W, 100V line) for Mysuru Road–Nagasandra section. Estimated cost ₹18,40,000 inclusive of GST. Completion period 45 days from LOA; pre-bid on 17/08/2025, 11:00 hrs at Baiyappanahalli OCC. Bidders must comply with IS 616 and provide 5-year AMC; EMD ₹92,000 via NEFT to BMRCL Ops A/c 01234560098.",Operations
"Disciplinary Proceedings Order No. HR/DAR/2025/042 dated 12/03/2025. EMP-4856 (Technician-Mechanical) found absent without permission on 22/02/2025 and 23/02/2025 during TR-405 night pit check at Peenya Depot, causing delay in dispatch by 18 minutes. After inquiry under Rule 14, penalty of withholding one increment for one year without cumulative effect imposed. Right to appeal within 45 days to Appellate Authority noted. Attendance to be closely monitored for next 6 months.",HR
"Emergency Evacuation Drill Report, BMRCL Kengeri Depot, 09/01/2025, Ref: EDR/BMRCL/2025-02: Simulated fire in PIT-4 using cold smoke. 47 staff evacuated in 3 min 42 sec; target ≤ 4 min met. Two observers noted improper use of CO₂ extinguisher by EMP-2906; retraining scheduled on 12/01/2025. Assembly point signage upgraded and public-address script revised. Consumables cost ₹18,750 booked under Cost Center SAF-DEP-04.",Safety & Compliance
"Transfer & Posting Order TPO/HR/Line2/2025-44 dated 01/08/2025: EMP-1845 (Tech, E&M) transferred from Green Line (Yeshwanthpur Depot) to Purple Line (Baiyappanahalli Depot) against vacancy VC-PL-EM-07. Joining to be completed by 10/08/2025; TA/DA admissible as per TA Rule TR-05. Handover checklist to include spares ledger (Panel ACB-630A, stock 12 nos.) and pending work orders WO-EM-2219, WO-EM-2226.",HR
"Service Disruption Summary SDS-CHN-2024-19: On 21/08/2024, power dip from TSS-Koyambedu at 08:12 hrs led to ATC fallback mode on TR-228 between Vadapalani (VDP) and Arumbakkam (ABM). Headway degraded to 6 min for 24 minutes; 7 trains stacked. TRACTION restored by 08:38 hrs after isolation of feeder F2. Public announcements issued; free exit enabled for 30 min as per Passenger Charter PC-05. Post-event review scheduled with CMRL E&M and Operations on 23/08/2024.",Operations
"Onboarding Checklist Memo dated 12/09/2024 for depot recruits at DMRC Khyber Pass: Batch code OB-0924-KP, 28 candidates. Background verification initiated via Vendor M/s SecureCheck India Pvt. Ltd., Ref INV/SC/DMRC/0912/24; police verification to be submitted by 30/09/2024. Induction schedule includes Safety Module SM-01 (IS 3786 accident reporting), POSH awareness, and SAP HCM access creation. Temporary ID cards valid till 31/10/2024; biometric registration at Gate-2 between 10:00–16:00 hrs.",HR
"Safety Circular SC-OPS/15/2025 dated 28/06/2025: During peak hour (08:00–10:00 hrs), platform dispatch at MMRC CSMT (CSM) must use dual-acknowledgement protocol: Dispatcher EMP-3206 to signal ready, Train Operator to confirm via cab radio CH-3, and CCTV bay 2 confirmation before door close. Target headway 2:45 min; tolerance ±15 sec. Any deviation beyond ±30 sec to be logged in e-OCS with cause codes 102 (Passenger hold) or 207 (System slowdown). Non-compliance will be reviewed in monthly OPS safety meeting.",Operations
"Track Inspection Report: On 12/11/2025, ultrasonic flaw detection on Down Line chainage 14+650 to 16+200 (Baiyappanahalli–KR Puram section) found internal transverse defect TD-3 at rail 60E1, heat No. JSPL-60E1-2024-882. Rail temperature 31°C, neutral temperature verified at 39°C. Defect classified 10 mm depth; temporary speed restriction 30 km/h imposed vide Circular TRK/TSR/2025/089. Rail cropped and replaced 12 m with thermit weld (SKV-10) by EMP-0339 and team; weld ultrasonically cleared. Closure signed by SSE/Track on 13/11/2025 05:40 hrs.",Engineering
"Preventive Maintenance Circular No. PMC/25/EL/OHE/09 dated 01/09/2025: All OHE inspection teams to adopt thermography at 11 kV/25 kV terminations using IR camera FLIR T540 every fortnight. Thresholds: hotspot >25°C above ambient to trigger torque check using calibrated wrench TW-100 per IS 1367, record under e-Form OHE-F-12 with photo evidence. EMP-2107 designated nodal officer. Budget provision ₹3,50,000 for FY 2025–26 under head OHE-PM-Tools. Effective 05/09/2025 across DMRC Lines 1–8.",Engineering
"Fire Safety Inspection FS/DMRC/VID/2024-41 dated 28/08/2024: At Vidhan Sabha (VID) station, sprinkler zone Z-2 pressure recorded at 4.1 bar vs. design 6.0 bar; jockey pump JKP-2 auto-start delayed by 22 s. Fire alarm panel (GST-3L) logged LOOP-1 ground fault at 10:12 hrs. Directive: recalibrate pressure switch PS-6, megger test all loop cables, and submit test sheets per NFPA 72/IS 2189 by 31/08/2024. Penetrations around cable tray CT-1 to be sealed with approved firestop compound; photo evidence required.",Safety & Compliance
"MMRC OHE Preventive Maintenance Circular No. OHE/PM/2025-22 dated 19/07/2025: Section Andheri East—SEEPZ, feeding from Traction Substation TSS-2 (33 kV input, 25 kV output). Torque checks performed on Anti-Creep Arrangement at mast M-233 to M-242, contact wire wear measured 10.6–11.1 mm against limit 12.0 mm. EMP-2015 certified replacement of one droppers at span 236B. Shutdown availed 01:10–03:45 hrs with permit no. PTW-OHE-419. Material consumption: 25 kV copper contact wire (54 sq.mm) 6 m, droppers 2 nos. Estimated cost booked to WO MMRC/OHE/PM/07 at ₹12,450.",Engineering
"Procurement Notice: BMRCL invites sealed bids under NCB for supply of 25 kV OHE fittings and isolators, Tender No. BMRCL/OHE/NCB/2025/34 dated 01/09/2025. Estimated cost ₹3,48,00,000; bid security ₹6,96,000; bid submission deadline 30/09/2025, 15:00 hrs at Baiyappanahalli HQ. Technical specifications per RDSO ETI/OHE/49 and BMRCL Std. OHE/TECH/2020 Rev-3; type tests at CPRI/ERDA mandatory. Pre-bid meeting on 10/09/2025; contact EMP-0912, EE/OHE. Payment terms: 80% on delivery, 20% after site acceptance; delivery to Hebbagodi and Konappana Road depots within 12 weeks from LOA.",Engineering
"MMRC Grievance Redressal Register Entry GR/MM/2025/072 dated 11/06/2025: Complaint submitted by EMP-1742 regarding denied night duty allowance for shifts at SEEPZ Station (Code: SPZ) between 18/05/2025 and 25/05/2025. Payroll audit of SAP run PR/0525 shows omission due to roster code mismatch (R3 vs N1). HR directs Payroll to process arrears ₹3,920 with June salary, and Depot In-Charge to ensure correct roster mapping from 01/07/2025. Status: Resolved; communication sent via eOffice ref HR/GR/ACK/2025/221.",HR
"Fire Safety Audit Note FS-INS/25-006 for Ghatkopar (GPK) dated 05/02/2025: Two 9 kg ABC extinguishers at Concourse-2 were found past hydrostatic test due date (due on 31/01/2025 as per IS 2190). Fire pump diesel jockey recorded 1.2 bar below setpoint; cause traced to air ingress at foot-valve. M/s FlameGuard Engineers to complete rectification under AMC INV-FA/24-25/903 (₹32,450 + GST) and submit flow test video and Form FS-12 by 10/02/2025. Station in-charge EMP-0874 to conduct refresher drill for staff before reopening Exit-3.",Safety & Compliance
OHE Inspection Report No. OHE/INS/BLR/2024-219 dated 27/11/2024 for section KR-PUR to BAI-RTY. Thermovision survey detected hot-spot at bracket insulator on Mast 14/7 with temperature rise of 22°C above ambient at 02:30 hrs. Contact wire wear measured 10.2 mm against 12 mm limit; stagger verified 200±20 mm. EMP-0954 replaced the insulator (Type B125 kV) and re-tensioned catenary to 19.6 kN at 28°C using dynatensioner DT-02. SCADA point OHE-KP-147 acknowledged; outage window 01:10–02:05 logged under Permit PTW-3387.,Engineering
"Training Bulletin TB/OPS/2025/009: Refresher course on CBTC troubleshooting for Maintainers (Signal) scheduled 22/03/2025–24/03/2025 at Depot-SVYT MMRC. Batch size 20; priority to staff with appraisal rating below 3.5 in FY 2023-24. Attendance via biometric terminal STN-SVYT-BIO-02; minimum 90% attendance required to qualify. Course fee ₹12,500 per participant charged to Cost Centre SIG-07, approved vide Note No. FIN/CC/2025/118.",HR
"Promotion & Transfer Notification NMRC/HR/PROM/2025/19 dated 25/03/2025. EMP-2309 promoted to Senior Section Engineer (Signal) Level-8, posted to Depot Greater Noida with effect from 01/04/2025 against vacancy VC-SIG-08/2025. Handover at Botanical Garden to be completed by 29/03/2025; charge report to HR by 02/04/2025. Pay fixed as per 7th CPC: Basic ₹47,600 + DA @ 50% + HRA (Delhi slab). TA admissible for family shifting as per Rule TA-04; submit claims within 60 days.",HR
CMRS Observation Memo CMRS/NCR/2024/077 after inspection on 05/12/2024 at Shaheed Sthal: Platform tactile tiles near coach position indicator P2 were found uneven by 6 mm beyond IS 15622 tolerance. Contractor M/s MetroBuild JV to rectify within 10 days and submit cube test reports. Also directed to enhance platform gap announcements on TR-412 stopping pattern. Compliance affidavit to be filed with CE/Safety by 20/12/2024; non-compliance may delay sectional opening.,Safety & Compliance
Tax Compliance Circular No. FIN-GST/2025/07 issued on 05/04/2025. All vendors must quote HSN/SAC on invoices and ensure e-invoice IRN generation for supplies exceeding ₹5 crore turnover. Input credit claims for Mar-2025 will be restricted to GSTR-2B reflection as on 11/04/2025. Finance officers shall verify place-of-supply for inter-state procurements for BMRCL GSTIN 29AABCB4567F1Z3; reverse charge on security services from M/s VigilGuard applicable under SAC 998529.,Finance
"Procurement Notice PN/FS/DMRC/2025-33 dated 03/09/2025: Sealed bids invited for supply of 60 nos. 6 kg ABC fire extinguishers (IS 15683:2018) for stations on Line-8 Phase III. Estimated cost ₹2,10,000; EMD ₹5,000 via NEFT (IFSC: SBIN0000691) by 18/09/2025, 15:00 hrs. Delivery at Shankar Vihar and Munirka stores within 21 days from PO. Warranty minimum 24 months; vendor to furnish hydrostatic test certificates and refill price list. Reference Tender No. DMRC/FS/08/2025.",Safety & Compliance
"Invoice Processing Memo, NMRC, dated 09/06/2025: Vendor M/s TrackTech India submitted INV-NMRC-25/00672 for periodic rail grinding between NSEZ (NSZ) and Pari Chowk (PCW). Net amount ₹2,36,50,000, GST @18% ₹42,57,000, gross ₹2,79,07,000. Work certified by Section Engineer (EMP-1533) under PO No. NMRC/PROC/2025/141. As per contract, 10% retention ₹27,90,700 to be withheld; balance to be released within 15 days via NEFT to HDFC A/C ending 1221 after deducting TDS @2% under 194C and 1% CGST/1% SGST under RCM not applicable (forward charge).",Finance
"Station Electrical Audit: DMRC Rajouri Garden (STN-RJG) LV panel PM conducted 02/08/2025. Thermal imaging revealed hot-spot at ACB A1 phase, 78°C against ambient 29°C; contact resistance 220 µΩ exceeds 150 µΩ limit. EMP-2338 cleaned and re-torqued lugs to 45 Nm; post-action temp 41°C. DG set 500 kVA (Cummins) load test at 60% for 1 hr; frequency droop within 0.7%. Spares indent IND-EL-2025-447 raised ₹64,300 for ACB arc chutes and CT 200/5 replacement.",Engineering
"Invoice Processing Log: On 18/07/2024, EMP-1289 verified three invoices under PO DMRC/Cleaning/2023-55 for station housekeeping on Blue Line. INV-CL-706 (₹12,48,900), INV-CL-712 (₹11,92,450), INV-CL-718 (₹12,05,300) matched with attendance sheets at Rajiv Chowk (STN-RK), Dwarka Sec-21 (STN-DW21), and Yamuna Bank (STN-YB). GRNs GRN-706/712/718 posted; GST @18% verified; retention 5% withheld as per Clause 9.2. Payment run PR-2024-07B scheduled 22/07/2024 via SBI CMS.",Finance
"Grievance Redressal Minutes, Meeting held on 27/01/2025 at RS Depot Conference Room (Bengaluru). Union representatives (Metro Karmik Sangh) raised issues on night shift canteen availability and seating at Platform Assist booths. Action: Facilities to extend canteen service till 01:00 hrs by 10/02/2025; Procurement to float RFQ No. BMRCL/PROC/FURN/2025/112 for ergonomic stools (IS 3499 compliant). HR to review hardship allowance for continuous night rosters under Policy HR-ALW-06.",HR
"Audit Note AN-MMRC-ELV-2024/33 dated 21/04/2024: Inspection of Platform Screen Door (PSD) emergency release handles at CSMT-1 indicated 4 of 48 handles with faded luminescent labels (<30 mcd/m²) in violation of IS 15560. Procurement to raise indents under Tender MMRC/PSD/24-05 with estimated cost ₹2,18,000; delivery within 21 days. Interim mitigation: apply photoluminescent stickers (Grade A) and conduct staff briefing by EMP-0786 before 25/04/2024.",Safety & Compliance
"Tunnel Maintenance Record (UG-2, Pune Metro): Ventilation jet fans JF-03 and JF-04 in tunnel segment TS 2C underwent bearing replacement on 09/08/2025. Vibration after alignment: 2.1 mm/s RMS at 1X, within ISO 10816 limits. Sump pump SP-2 discharge 42 m³/h; float switch recalibrated. Drain invert desilted at MH-2 to MH-3; 1.2 tonnes silt removed. Fire hydrant line pressure recorded 8.5 bar at mid-tunnel hydrant H-2. Work executed under Work Permit WM-TUN-2025-0908 by EMP-0674; safety lookout posted at shaft SHA-2.",Engineering
"Station Electrical Systems Preventive Maintenance (BMRCL): Date 29/08/2025, Station: KR Market (Code KRM). LT Panel PM carried out; IR values L-N 1.2 GΩ, L-E 1.0 GΩ at 500 V per IS 732. DG set 500 kVA—load test at 80% for 45 minutes; frequency 50.02 Hz, voltage 415 V. Fire pump auto-start failed on Jockey pump due to relay contact pitting; replaced Schneider RXM4AB2P under GRN-EL-4591. EMP-2206 updated checklist FRM-EL-KRM-0829; spares cost ₹24,950 on Invoice INV-KRM-554.",Engineering
"Leave Policy Clarification BMRCL/HR/LP/2025-09: Effective 01/12/2025, earned leave encashment cap revised to 300 days at retirement as per Karnataka Civil Services norms. For mid-year marriage leave, employees may combine up to 10 days EL with 3 days SL, subject to HOD approval, not exceeding 13 consecutive days. EMP-5290 (Ticketing Assistant, MGRT) approved for maternity leave from 15/12/2025 to 14/06/2026 with benefits under ESIC Act; replacement through temporary engagement Tender No. BMRCL/HR/Temp/2025/44.",HR
"Tax Compliance Memo: NMRC GST Cell observed mismatch for GSTR-3B of May 2024 wherein ITC claimed ₹1,92,14,880 exceeds GSTR-2B eligible ITC by ₹6,72,140 due to late filing by vendors Vikas EPC Ltd. (GSTIN 09AABCV9984J1Z6) and Metrofab Co. (GSTIN 09AAHFM4421K1Z8). Debit note DN-0524-17 to be posted by 25/06/2024; interest u/s 50 at 18% to be computed on differential ITC from 21/06/2024 to date of reversal. Action owner EMP-3105.",Finance
"CMRS Inspection Notes CN/MMRC/2024/CMRS-12 dated 16/11/2024 for Line-3 Depot Access Road highlight need for additional crash barriers (W-beam, IS 5986 Fe410, 2.9 m post spacing) near curve at Chainage 2+120. Team observed inadequate retroreflective signage Type XI; directives issued to replace within 10 days. EMP-5022 to submit compliance photographs and third-party certification from ARAI-accredited lab. Non-compliance will defer authorization for test runs of TR-908.",Safety & Compliance
"Invoice Processing Log: File IPL-INV/2024/309 for contractor M/s Kaveri Infra (Contract CT-UGC-142). Two invoices submitted: INV-KI/142/05 dated 28/05/2024 for ₹1,18,72,430 (GST @18%) for slab casting at Station BLR-U05; INV-KI/142/06 dated 12/06/2024 for ₹76,91,220 for waterproofing. Measurements MB No. MB-142/05 verified by EMP-0662; retention 5% applied; net payable ₹1,85,53,650 after deducting LD of ₹2,75,000 for delay as per Clause 27. Payment scheduled via RTGS on 21/06/2024, subject to PF/ESI challans submission.",Finance
"Customer Service Minutes CSM/DMRC/2025-61 dated 09/11/2025: Complaints regarding cleanliness at Rajiv Chowk (RCK) peaked on 07/11/2025 (17 entries on CRM-Portal). Housekeeping contractor CleanWays Facilities (WO-DMRC-CL/2025/146) fined ₹12,000 under Clause 7.2 for failure to meet mopping cycles during peak hours. Additional dry-mop team of 4 deployed 07:00–11:00 and 17:00–20:00; supervisor EMP-1894 to upload before/after photos on App OpsView by 10/11/2025 18:00. KPI target: litter bin overflow incidents < 2 per day per concourse.",Operations
"Onboarding Note dated 03/06/2025: The induction for newly appointed Maintainers (Electrical) under Tender Ref. HR-IND-2025/06 was conducted at BMRCL Depot, Peenya. 32 recruits (EMP-7821 to EMP-7852) completed e-KYC, bank mandate (SBI/Canara), PRAN creation for NPS Tier-I, and biometric registration on the ESS portal. PPE kits (IS 2925 helmets, EN 388 gloves) issued as per Store Issue Voucher SIV-EL/Peenya/189/2025. Safety briefing included 25 kV OHE isolation protocols and station evacuation SOP-SEC/02.",HR
"Circular No. HR/Leave/2025-05 dated 12/08/2025: Revision of Casual Leave (CL) and Earned Leave (EL) ceilings for operations staff deployed at stations with footfall > 60,000/day (e.g., Rajiv Chowk RCW, HSR Layout HSR). CL remains at 8 days/year; EL accrual increased to 2.5 days/month with encashment cap of 240 days at retirement. LTC for dependent parents permitted once in two years with reimbursement up to ₹28,000 within India as per DoPT guidelines adopted by DMRC. Implementation: effective from 01/09/2025; attendance module (Kronos v8.1) to be configured by IT by 25/08/2025.",HR
"Technical Report (DMRC/OPS/ADH/2025-06): Between 07:30–09:30 hrs on 22/07/2025, timetable adherence on Line-2 averaged 96.7%. Two trains (DM-405 and DM-412) exceeded target headway by 45–60 seconds at Rajiv Chowk (RCK) due to platform screen door reset (PSD Module v2.3). EMP-2043 initiated quick reboot as per OEM manual Hitachi-PSD-IN/2021. Corrective action: install redundancy firmware patch FP-PSD-2.3.4 during non-revenue hours on 24/07/2025.",Operations
"Vendor Payment Memo: Invoice INV-BLR-24-0876 from M/s Kaveri Turnstiles Pvt Ltd, dated 28/05/2024, for ₹58,73,420 (GSTIN 29AAACK1234Q1Z5) towards AFC gate maintenance at Baiyappanahalli and Mysuru Road. PO No. BMRCL/PROC/2023/1145; GRN posted on 02/06/2024. After retention @5% and TDS @2% (sec 194C), net payable is ₹54,45,749. Payment released via NEFT on 07/06/2024, UTR ICICR24060798231; vendor confirmation awaited.",Finance
"Operations Memo OM/OPS/24-117 dated 05/07/2025: During the morning peak 08:15–09:45, TR-301 and TR-318 between MG Road (BMRCL code: MGR) and Baiyappanahalli (BYP) maintained average headway of 3m 20s against the scheduled 3m. Two instances of minor delay were recorded due to prolonged dwell for crowd management at Indiranagar; EMP-0427 (Station Controller) initiated platform marshals under Circular OPS-07/2025. Passenger announcements were updated via PA Console v3.2 with bilingual advisories; compliance logs captured under Incident ID OPS-INC-23544. Corrective action: deploy one additional Train Operator (EMP-1196) as standby at BYP from 07:45–10:00 hrs.",Operations
"Procurement Notice PN-ENG-2025-44: MMRC invites e-tenders for supply of axle bearings (SKF 130x230x40) for rolling stock, quantity 96 sets. Tender No. MMRC/RS/BEAR/44/2025; EMD ₹3,20,000; Bid submission by 18/10/2025 15:00 hrs on CPP portal. Eligibility: minimum three metro projects in India, annual turnover ≥ ₹4 Cr, ISO 9001:2015. Delivery to Charkop Depot within 45 days; warranty 36 months or 4 lakh km. Contact EMP-0715 for clarifications by 05/10/2025; pre-bid meeting 27/09/2025 at 11:00 hrs.",Engineering
"Signaling Systems Audit Note (BMRCL) – 05/07/2025: ATP trip events at Peenya–Yeshwanthpur section increased to 7 occurrences between 02/07 and 04/07/2025. Field inspection with EMP-2079 confirmed balise BT-YSR-214 output dropped to 18.6 Vpp against EN 50122-2 tolerance (≥20 Vpp). In-cab log of DM-405 shows speed curve mismatch at KP 12.460. Remedy: replace balise signal coupler, recalibrate LEU parameters file PIS-YSR-214 v3.2, and run two shadow runs before revenue service. NCR raised as SIG-NCR-2025-117; closure target 09/07/2025.",Engineering
"Training Bulletin TRN/OPS/TO/2025-21: Crew relief procedures at turnback sidings for TR-608 at Versova (VSV) effective 16/08/2025. TOS to sign on 30 minutes prior; handover checklist HCL-TO-07 to include ATC mode verification, brake pipe pressure 5.0 bar, MMI event log export. Relief pairs: EMP-3542 with EMP-3579 for AM peak; EMP-3610 with EMP-3651 for PM peak.",Operations
"Train Crew Duty Roster Note DRS-BLU-2024/31 (Blue Line) for week 12/08/2024–18/08/2024: To support 2:20 min headway during morning peak, spare set created at Yamuna Bank (YBK). TTO pairings: EMP-2214/EMP-2219 on TR-334 A-B link; Guard reserve EMP-2541 stationed at Dwarka Sector 21 (DWS21) for hot standby. Mandatory breathalyzer checks logged via BA-Device BLD-102 at sign-on. Leave approvals capped at 6% of strength; any deviation needs AGM-Ops clearance.",Operations
"Emergency Drill Minutes, NMRC, Sector 51 Interchange, 21/05/2025, 11:00–12:30 hrs: Full evacuation simulation for DM-405 with mock smoke at coach 3. Evacuation time 6 min 42 sec achieved against target 7 min. Observations: PA system volume low at Concourse Zone CZ-2; EMP-1189 to coordinate with OEM Bosch for amplifier gain setting by 24/05/2025. Medical team from Felix Hospital arrived in 9 min; improvement required to under 8 min as per SOP-ED-05.",Safety & Compliance
"Attendance Management Notice DMRC/HR/ATT/06/2025: Effective 01/07/2025, shift-wise biometric punches at Karkardooma and Noida Sec-62 stations must be within a 7-minute grace window. Repeated late marks (>3 per month) will auto-trigger a half-day LOP as per Rule 6.4. EMP-5572 has been cautioned for proxy punch incident on 18/06/2025 (CCTV Ref: CAM-KKD-18/06/25-07:42); explanation sought within 48 hours. Weekly reports will be emailed to HoDs every Monday 12:00 hrs for compliance tracking.",HR
"Fare Analysis Brief, dated 21/03/2024: Post the fare slab revision effective 01/02/2024, average yield per passenger increased from ₹24.10 to ₹26.35. Daily ridership on DM-405 and DM-412 corridors averaged 3.18 lakh. Non-fare revenue from station retail kiosks (Lease IDs RK-07, RK-12, RK-18) contributed ₹1.96 crore in Feb-24. Recommendation: pilot off-peak promotional passes at stations RKT, KHN, and DWR to smooth load and sustain revenue growth.",Finance
"Maintenance Log: On 17/08/2025, Rolling Stock Unit recorded vibration anomalies on TR-301 bogie set B at Yamuna Bank depot. EMP-1427 and EMP-0635 replaced two worn primary suspension springs (spec: EN 10089; deflection 28 mm) and re-torqued axle box bolts to 420 Nm as per DMRC Engg Std RS-MA-12. Post-maintenance run at 60 km/h showed wheel flats within 0.6 mm tolerance; wheel lathe operation deferred. Parts issued under Store Voucher SV-YYB-2025-091, cost accrued ₹78,560 against Cost Centre RS-OPS-04.",Engineering
"Track Inspection Report – NMRC, Section: NSE–SEZ (KP 4/200 to 7/000), Date: 28/07/2025. Trolley visual found 8 sleeper clips missing and 3 ERCs loose; rectified on site by EMP-0972 team. Ultrasonic rail flaw detector (URFD) indicated anomaly at 5/760 with echo loss 32%; marked as Defect ID RFD-NOIDA-2025-118, scheduled for 6 m rail replacement by 31/07/2025. Cross level variance recorded 6 mm at curve C-19 within IRPWM tolerance. Ballast profile restored with 12 cum topping. Photo evidence attached in Form TRK-19.",Engineering
"Training Bulletin TB/NMRC/2025/SAFE-17 dated 16/06/2025: Passenger assistance and evacuation protocols refreshed for Station Controllers and Train Operators. Module includes use of ramp boards RB-120 for wheelchair evacuation, manual door release on TR-412, and PA/GA announcement templates in Hindi and English. Attendance mandatory; batch scheduling in LMS by EMP-0932, slots 22/06/2025 to 01/07/2025. Non-attendees will be barred from roster till completion as per HR Policy HR-SAFE-05.",Safety & Compliance
"Civil Structures Inspection Minutes (DMRC Line-2): Meeting held on 05/09/2025 chaired by SE(Civil) EMP-0156 to review pier settlement alerts near Shastri Park (SPK). Total station survey showed differential settlement 6.5 mm between Piers P-220 and P-221 over 3 months, within alert but below action threshold per Std. CS-PLT/2018. Drainage scuppers cleared; geotechnical team to perform plate load tests on 12/09/2025. Minor honeycombing observed on Girder G-221S web; epoxy grouting planned under NCR NCR/CIV/2251. Budget reallocation of ₹8,75,000 approved from O&M Head 27.3 for remedial works.",Engineering
"Minutes of Emergency Drill Review Meeting held on 29/06/2024 at BMRCL HQ note a partial failure of public address redundancy at Trinity (TTY) during mock evacuation. EMP-0089 reported that UPS-PA-2 switched to bypass after 17 minutes; root cause traced to aged battery bank (6 x 12V/100Ah). Procurement Notice PN/BMRCL/FS/2024-55 approves replacement through Rate Contract RC-19/FS with budget ₹2,35,000, delivery within 21 days. Next drill at Indiranagar (IND) scheduled for 12/07/2024 with revised muster points and headcount sheets Form-ED-03.",Safety & Compliance
"Training Bulletin TB/OPS/2025-19 dated 22/07/2025: Refresher training for Train Operators on ATC/CBTC troubleshooting to be conducted at DMRC Shastri Park Training Institute from 05/08/2025 to 09/08/2025. Batch size limited to 24; attendance via LMS Module HR-LMS-TO-04. Trainees must log minimum 16 simulator hours (Cab SIM-TR-2) and clear assessment with ≥ 80%. TA/DA admissible as per DMRC HR Manual Chapter 11; budget head HR/TRG/2025 – ₹6,75,000.",HR
"Incident Report IR-TR-089/2025: On 08/02/2025 at 07:22 hrs, TR-301 departing from Peenya (PNY) reported abnormal brake response on Car DM-405. Operator EMP-1429 initiated emergency protocol EP-03 and halted at Jalahalli (JHL) within 340 m. No passenger injuries reported. Technical inspection revealed brake pad wear at 2.1 mm (below minimum 3.0 mm per IS 11852). Rolling Stock team to replace pads across Unit Set 3 by 14/02/2025; QA to attach torque logs and NDT results in Work Order WO-RS/25/223.",Safety & Compliance
"Minutes of Safety Committee Meeting (MSC/06/2024) held at MMRC HQ on 03/06/2024: Agenda Item 3—CCTV coverage gaps at Dadar (East) entry E-2. Out of 126 cameras, 7 (IDs CAM-DAD-E2-45 to 51) show packet loss >15% in VMS health report. Vendor M/s NetSecure Solutions to replace faulty PoE injectors (48V/30W) under AMC INV-NS-446 dated 28/05/2024. Target restoration by 07/06/2024; Security Chief EMP-0771 to validate via 24-hr recording audit.",Safety & Compliance
